name,column_name,n_tuples,missing_perc,uniqueness,min,max,mean,median,std,skewness,kurtosis,mad,iqr,p_min,p_max,k_min,k_max,s_min,s_max,entropy,density,ml_algorithm,impute_standard,impute_mean,impute_median,impute_random,impute_knn,impute_mice,impute_linear_regression,impute_random_forest,impute_cmeans
abalone,Length,4177.0,0.49766249999999995,0.0611125,0.11312499999999999,0.8025,0.5240125,0.5431250000000001,0.11952499999999998,-0.621575,0.04065,0.079375,0.1640625,0.0,0.0,0.0,0.0,0.0,0.0,4.498575,0.005775000000000001,DecisionTree,0.16704874314925605,0.16707319495510684,0.1653750180632857,0.1647227240736231,0.16380321752573637,0.1626921906160951,0.16326456058697272,0.16191962547046107,0.16526472236728487
abalone,Length,4177.0,0.49766249999999995,0.0611125,0.11312499999999999,0.8025,0.5240125,0.5431250000000001,0.11952499999999998,-0.621575,0.04065,0.079375,0.1640625,0.0,0.0,0.0,0.0,0.0,0.0,4.498575,0.005775000000000001,LogisticRegression,0.11701134774735296,0.16872574944173804,0.1658503247382863,0.14438998343613615,0.16117510608448335,0.16539486168029424,0.1654374148342379,0.1654396172286035,0.16554640340564022
abalone,Length,4177.0,0.49766249999999995,0.0611125,0.11312499999999999,0.8025,0.5240125,0.5431250000000001,0.11952499999999998,-0.621575,0.04065,0.079375,0.1640625,0.0,0.0,0.0,0.0,0.0,0.0,4.498575,0.005775000000000001,KNN,0.1611305435068768,0.16593124506627568,0.1589602332350232,0.15857879166414116,0.16329102956197938,0.16215552999368957,0.16175487157728397,0.16191830373038885,0.15966712162867294
abalone,Length,4177.0,0.49766249999999995,0.0611125,0.11312499999999999,0.8025,0.5240125,0.5431250000000001,0.11952499999999998,-0.621575,0.04065,0.079375,0.1640625,0.0,0.0,0.0,0.0,0.0,0.0,4.498575,0.005775000000000001,RandomForest,0.1735633802713481,0.17644679480298775,0.1767235844214548,0.174375138036162,0.17351207886806835,0.17353346852237334,0.17299122235239744,0.17254003437797147,0.17600835426252948
abalone,Length,4177.0,0.49766249999999995,0.0611125,0.11312499999999999,0.8025,0.5240125,0.5431250000000001,0.11952499999999998,-0.621575,0.04065,0.079375,0.1640625,0.0,0.0,0.0,0.0,0.0,0.0,4.498575,0.005775000000000001,AdaBoost,0.09046496740274937,0.08666077381254089,0.08768839573700986,0.08214437807396915,0.09334411288277258,0.09409111776827507,0.09411561108836598,0.09401386863454628,0.09252841757243713
abalone,Length,4177.0,0.49766249999999995,0.0611125,0.11312499999999999,0.8025,0.5240125,0.5431250000000001,0.11952499999999998,-0.621575,0.04065,0.079375,0.1640625,0.0,0.0,0.0,0.0,0.0,0.0,4.498575,0.005775000000000001,SVC,0.11340393557362567,0.13142039716153828,0.1341660163541473,0.1292701678029748,0.12494840859143735,0.12410572533411265,0.12365255988681752,0.12428752382180569,0.13389670197788825
abalone,Length,4177.0,0.4523375,0.0561875,0.089375,0.7981250000000001,0.5236625,0.5431250000000001,0.1202125,-0.6520250000000001,0.08753749999999999,0.079375,0.16312500000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.5026125,0.0057125,DecisionTree,0.17748503367338506,0.17757239706474706,0.17841937045836204,0.16825019716504558,0.17064571820515068,0.17247145338147332,0.1729445046912481,0.17243840949554595,0.17842537876707723
abalone,Length,4177.0,0.4523375,0.0561875,0.089375,0.7981250000000001,0.5236625,0.5431250000000001,0.1202125,-0.6520250000000001,0.08753749999999999,0.079375,0.16312500000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.5026125,0.0057125,LogisticRegression,0.12305649019115472,0.173103774848771,0.17225074462250203,0.14720053668251684,0.1699045191850499,0.17560831297881713,0.17549809923217724,0.17544520273613395,0.17737428231295815
abalone,Length,4177.0,0.4523375,0.0561875,0.089375,0.7981250000000001,0.5236625,0.5431250000000001,0.1202125,-0.6520250000000001,0.08753749999999999,0.079375,0.16312500000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.5026125,0.0057125,KNN,0.1638047930371426,0.16749191234263694,0.16458375017153415,0.15965149618942454,0.164616398511282,0.16542909220241853,0.16292304912011224,0.16613017070326241,0.16403517074414262
abalone,Length,4177.0,0.4523375,0.0561875,0.089375,0.7981250000000001,0.5236625,0.5431250000000001,0.1202125,-0.6520250000000001,0.08753749999999999,0.079375,0.16312500000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.5026125,0.0057125,RandomForest,0.184285670014324,0.18400728815246928,0.18264928074647002,0.17679081080667544,0.18011883804097015,0.18183542640384243,0.18165238235289546,0.18167072106571588,0.18295916254079903
abalone,Length,4177.0,0.4523375,0.0561875,0.089375,0.7981250000000001,0.5236625,0.5431250000000001,0.1202125,-0.6520250000000001,0.08753749999999999,0.079375,0.16312500000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.5026125,0.0057125,AdaBoost,0.08704274712148866,0.09191998343993772,0.09182471016640831,0.08744471067279878,0.09633908857463581,0.09037464859373667,0.09069381482435417,0.09037464859373667,0.09136856370457304
abalone,Length,4177.0,0.4523375,0.0561875,0.089375,0.7981250000000001,0.5236625,0.5431250000000001,0.1202125,-0.6520250000000001,0.08753749999999999,0.079375,0.16312500000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.5026125,0.0057125,SVC,0.11726073290277265,0.135633073902306,0.14031081017673716,0.12497790375671107,0.13604337445954554,0.1379091598474043,0.13216896871484785,0.14004332233134248,0.13015615335470074
