name,n_tuples,n_attributes,p_num_var,p_cat_var,p_avg_distinct,p_max_distinct,p_min_distinct,avg_density,max_density,min_density,avg_entropy,max_entropy,min_entropy,p_correlated_features_0.9,p_correlated_features_0.8,p_correlated_features_0.7,p_correlated_features_0.6,p_correlated_features_0.5,max_pearson,min_pearson,avg_pearson,duplication,min_min,max_min,mean_min,min_max,max_max,mean_max,min_mean,max_mean,mean_mean,min_median,max_median,mean_median,min_std,max_std,mean_std,min_skewness,max_skewness,mean_skewness,min_kurtosis,max_kurtosis,mean_kurtosis,min_mad,max_mad,mean_mad,min_iqr,max_iqr,mean_iqr,min_constancy,max_constancy,mean_constancy,min_imbalance,max_imbalance,mean_imbalance,min_unalikeability,max_unalikeability,mean_unalikeability,min_min_char,max_min_char,mean_min_char,min_max_char,max_max_char,mean_max_char,min_mean_char,max_mean_char,mean_mean_char,min_std_char,max_std_char,mean_std_char,min_skewness_char,max_skewness_char,mean_skewness_char,min_kurtosis_char,max_kurtosis_char,mean_kurtosis_char,dimension,perc,model,score,impact
abalone,4177,9,0.8888888888888881,0.11111111111111101,0.130370015694411,0.421355039502034,0.0007182188173330001,0.74431529884124,6.512244694885079,1.869104864908926e-05,3.234153165502326,4.718271717969297,0.952921352673704,0.75,0.875,0.875,1.0,1.0,0.9872375525206181,0.9872375525206181,0.714284713814287,0.000239406272444,0.0,1.0,0.141875,0.515,29.0,4.599875,0.139118347895154,9.933684462532918,1.576025139981684,0.14,9.0,1.4554375,0.039209791596996,3.223783065821211,0.554564194285865,-0.6272966661753391,1.113701773965602,0.31132346575546604,-0.107104823876996,3.015494873823931,0.8100245282790021,0.025,2.0,0.35675,0.05,3.0,0.5893281250000001,0.372226787181594,0.372226787181594,0.372226787181594,1.193675889328063,1.193675889328063,1.193675889328063,0.6646622498573941,0.6646622498573941,0.6646622498573941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,completeness,0.8,AdaBoost,0.07457782185856901,0.7168630254321583
abalone,4177,9,0.8888888888888881,0.11111111111111101,0.130370015694411,0.421355039502034,0.0007182188173330001,0.74431529884124,6.512244694885079,1.869104864908926e-05,3.234153165502326,4.718271717969297,0.952921352673704,0.75,0.875,0.875,1.0,1.0,0.9872375525206181,0.9872375525206181,0.714284713814287,0.000239406272444,0.0,1.0,0.141875,0.515,29.0,4.599875,0.139118347895154,9.933684462532918,1.576025139981684,0.14,9.0,1.4554375,0.039209791596996,3.223783065821211,0.554564194285865,-0.6272966661753391,1.113701773965602,0.31132346575546604,-0.107104823876996,3.015494873823931,0.8100245282790021,0.025,2.0,0.35675,0.05,3.0,0.5893281250000001,0.372226787181594,0.372226787181594,0.372226787181594,1.193675889328063,1.193675889328063,1.193675889328063,0.6646622498573941,0.6646622498573941,0.6646622498573941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,completeness,0.8,SVC,0.149272207752244,0.9276318788044933
abalone,4177,9,0.8888888888888881,0.11111111111111101,0.13970686031974,0.468518075173569,0.0007182188173330001,0.7343047072883551,6.42062007209774,1.3884454546430002e-05,3.622806884156225,5.396080132484448,1.014916139317904,0.875,0.875,0.875,1.0,1.0,0.988210243541862,0.988210243541862,0.7185957654484311,0.0,0.0,1.0,0.141875,0.25,29.0,4.570875,0.139034810126582,9.933684462532918,1.576141815375707,0.14,9.0,1.4551875,0.038546351597106,3.223783065821211,0.5561627107482601,-0.6435678457868711,1.113701773965602,0.264607050414695,-0.120190708943988,2.326462362012833,0.44478186895714006,0.025,2.0,0.35768750000000005,0.05,3.0,0.591515625,0.36966987620357605,0.36966987620357605,0.36966987620357605,1.180021953896816,1.180021953896816,1.180021953896816,0.664907643599924,0.664907643599924,0.664907643599924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,completeness,0.7,DecisionTree,0.187971076115653,0.8404174205564185
abalone,4177,9,0.8888888888888881,0.11111111111111101,0.13970686031974,0.468518075173569,0.0007182188173330001,0.7343047072883551,6.42062007209774,1.3884454546430002e-05,3.622806884156225,5.396080132484448,1.014916139317904,0.875,0.875,0.875,1.0,1.0,0.988210243541862,0.988210243541862,0.7185957654484311,0.0,0.0,1.0,0.141875,0.25,29.0,4.570875,0.139034810126582,9.933684462532918,1.576141815375707,0.14,9.0,1.4551875,0.038546351597106,3.223783065821211,0.5561627107482601,-0.6435678457868711,1.113701773965602,0.264607050414695,-0.120190708943988,2.326462362012833,0.44478186895714006,0.025,2.0,0.35768750000000005,0.05,3.0,0.591515625,0.36966987620357605,0.36966987620357605,0.36966987620357605,1.180021953896816,1.180021953896816,1.180021953896816,0.664907643599924,0.664907643599924,0.664907643599924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,completeness,0.7,LogisticRegression,0.207630098138247,0.8846093533483669
abalone,4177,9,0.8888888888888881,0.11111111111111101,0.13970686031974,0.468518075173569,0.0007182188173330001,0.7343047072883551,6.42062007209774,1.3884454546430002e-05,3.622806884156225,5.396080132484448,1.014916139317904,0.875,0.875,0.875,1.0,1.0,0.988210243541862,0.988210243541862,0.7185957654484311,0.0,0.0,1.0,0.141875,0.25,29.0,4.570875,0.139034810126582,9.933684462532918,1.576141815375707,0.14,9.0,1.4551875,0.038546351597106,3.223783065821211,0.5561627107482601,-0.6435678457868711,1.113701773965602,0.264607050414695,-0.120190708943988,2.326462362012833,0.44478186895714006,0.025,2.0,0.35768750000000005,0.05,3.0,0.591515625,0.36966987620357605,0.36966987620357605,0.36966987620357605,1.180021953896816,1.180021953896816,1.180021953896816,0.664907643599924,0.664907643599924,0.664907643599924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,completeness,0.7,KNN,0.200780088825516,0.9711894389471739
abalone,4177,9,0.8888888888888881,0.11111111111111101,0.13970686031974,0.468518075173569,0.0007182188173330001,0.7343047072883551,6.42062007209774,1.3884454546430002e-05,3.622806884156225,5.396080132484448,1.014916139317904,0.875,0.875,0.875,1.0,1.0,0.988210243541862,0.988210243541862,0.7185957654484311,0.0,0.0,1.0,0.141875,0.25,29.0,4.570875,0.139034810126582,9.933684462532918,1.576141815375707,0.14,9.0,1.4551875,0.038546351597106,3.223783065821211,0.5561627107482601,-0.6435678457868711,1.113701773965602,0.264607050414695,-0.120190708943988,2.326462362012833,0.44478186895714006,0.025,2.0,0.35768750000000005,0.05,3.0,0.591515625,0.36966987620357605,0.36966987620357605,0.36966987620357605,1.180021953896816,1.180021953896816,1.180021953896816,0.664907643599924,0.664907643599924,0.664907643599924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,completeness,0.7,RandomForest,0.224235700780357,0.8647565687296029
abalone,4177,9,0.8888888888888881,0.11111111111111101,0.13970686031974,0.468518075173569,0.0007182188173330001,0.7343047072883551,6.42062007209774,1.3884454546430002e-05,3.622806884156225,5.396080132484448,1.014916139317904,0.875,0.875,0.875,1.0,1.0,0.988210243541862,0.988210243541862,0.7185957654484311,0.0,0.0,1.0,0.141875,0.25,29.0,4.570875,0.139034810126582,9.933684462532918,1.576141815375707,0.14,9.0,1.4551875,0.038546351597106,3.223783065821211,0.5561627107482601,-0.6435678457868711,1.113701773965602,0.264607050414695,-0.120190708943988,2.326462362012833,0.44478186895714006,0.025,2.0,0.35768750000000005,0.05,3.0,0.591515625,0.36966987620357605,0.36966987620357605,0.36966987620357605,1.180021953896816,1.180021953896816,1.180021953896816,0.664907643599924,0.664907643599924,0.664907643599924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,completeness,0.7,AdaBoost,0.08740737031996601,0.8401842581493995
abalone,4177,9,0.8888888888888881,0.11111111111111101,0.13970686031974,0.468518075173569,0.0007182188173330001,0.7343047072883551,6.42062007209774,1.3884454546430002e-05,3.622806884156225,5.396080132484448,1.014916139317904,0.875,0.875,0.875,1.0,1.0,0.988210243541862,0.988210243541862,0.7185957654484311,0.0,0.0,1.0,0.141875,0.25,29.0,4.570875,0.139034810126582,9.933684462532918,1.576141815375707,0.14,9.0,1.4551875,0.038546351597106,3.223783065821211,0.5561627107482601,-0.6435678457868711,1.113701773965602,0.264607050414695,-0.120190708943988,2.326462362012833,0.44478186895714006,0.025,2.0,0.35768750000000005,0.05,3.0,0.591515625,0.36966987620357605,0.36966987620357605,0.36966987620357605,1.180021953896816,1.180021953896816,1.180021953896816,0.664907643599924,0.664907643599924,0.664907643599924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,completeness,0.7,SVC,0.158913197153415,0.9875444991536622
abalone,4177,9,0.8888888888888881,0.11111111111111101,0.14750086452265002,0.5080201101268851,0.0007182188173330001,0.5521361286456781,4.78438164709545,1.0931035452954731e-05,4.038373337699312,6.221326228539831,1.053281585773683,0.75,0.875,0.875,1.0,1.0,0.9879716088964151,0.9879716088964151,0.707452018377498,0.0,0.0,1.0,0.14293750000000002,0.65,29.0,4.7015625,0.13952684663304601,9.933684462532918,1.575810078176376,0.14,9.0,1.4556874999999991,0.041845481184638,3.223783065821211,0.555698999299309,-0.6670286796653131,3.697751864045627,0.743302968963185,-0.12334317709377501,92.11391401544357,11.946867611869353,0.025,2.0,0.35862499999999903,0.05,3.0,0.5935312500000001,0.363141993957703,0.363141993957703,0.363141993957703,1.16247582205029,1.16247582205029,1.16247582205029,0.6654618594896821,0.6654618594896821,0.6654618594896821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,completeness,0.6,DecisionTree,0.20168374280575602,0.9017266613544852
abalone,4177,9,0.8888888888888881,0.11111111111111101,0.14750086452265002,0.5080201101268851,0.0007182188173330001,0.5521361286456781,4.78438164709545,1.0931035452954731e-05,4.038373337699312,6.221326228539831,1.053281585773683,0.75,0.875,0.875,1.0,1.0,0.9879716088964151,0.9879716088964151,0.707452018377498,0.0,0.0,1.0,0.14293750000000002,0.65,29.0,4.7015625,0.13952684663304601,9.933684462532918,1.575810078176376,0.14,9.0,1.4556874999999991,0.041845481184638,3.223783065821211,0.555698999299309,-0.6670286796653131,3.697751864045627,0.743302968963185,-0.12334317709377501,92.11391401544357,11.946867611869353,0.025,2.0,0.35862499999999903,0.05,3.0,0.5935312500000001,0.363141993957703,0.363141993957703,0.363141993957703,1.16247582205029,1.16247582205029,1.16247582205029,0.6654618594896821,0.6654618594896821,0.6654618594896821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,completeness,0.6,LogisticRegression,0.21365802742265502,0.9102913843935933
abalone,4177,9,0.8888888888888881,0.11111111111111101,0.14750086452265002,0.5080201101268851,0.0007182188173330001,0.5521361286456781,4.78438164709545,1.0931035452954731e-05,4.038373337699312,6.221326228539831,1.053281585773683,0.75,0.875,0.875,1.0,1.0,0.9879716088964151,0.9879716088964151,0.707452018377498,0.0,0.0,1.0,0.14293750000000002,0.65,29.0,4.7015625,0.13952684663304601,9.933684462532918,1.575810078176376,0.14,9.0,1.4556874999999991,0.041845481184638,3.223783065821211,0.555698999299309,-0.6670286796653131,3.697751864045627,0.743302968963185,-0.12334317709377501,92.11391401544357,11.946867611869353,0.025,2.0,0.35862499999999903,0.05,3.0,0.5935312500000001,0.363141993957703,0.363141993957703,0.363141993957703,1.16247582205029,1.16247582205029,1.16247582205029,0.6654618594896821,0.6654618594896821,0.6654618594896821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,completeness,0.6,KNN,0.19644414989156703,0.9502161535720955
abalone,4177,9,0.8888888888888881,0.11111111111111101,0.14750086452265002,0.5080201101268851,0.0007182188173330001,0.5521361286456781,4.78438164709545,1.0931035452954731e-05,4.038373337699312,6.221326228539831,1.053281585773683,0.75,0.875,0.875,1.0,1.0,0.9879716088964151,0.9879716088964151,0.707452018377498,0.0,0.0,1.0,0.14293750000000002,0.65,29.0,4.7015625,0.13952684663304601,9.933684462532918,1.575810078176376,0.14,9.0,1.4556874999999991,0.041845481184638,3.223783065821211,0.555698999299309,-0.6670286796653131,3.697751864045627,0.743302968963185,-0.12334317709377501,92.11391401544357,11.946867611869353,0.025,2.0,0.35862499999999903,0.05,3.0,0.5935312500000001,0.363141993957703,0.363141993957703,0.363141993957703,1.16247582205029,1.16247582205029,1.16247582205029,0.6654618594896821,0.6654618594896821,0.6654618594896821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,completeness,0.6,RandomForest,0.22365148568917903,0.862503565145031
abalone,4177,9,0.8888888888888881,0.11111111111111101,0.14750086452265002,0.5080201101268851,0.0007182188173330001,0.5521361286456781,4.78438164709545,1.0931035452954731e-05,4.038373337699312,6.221326228539831,1.053281585773683,0.75,0.875,0.875,1.0,1.0,0.9879716088964151,0.9879716088964151,0.707452018377498,0.0,0.0,1.0,0.14293750000000002,0.65,29.0,4.7015625,0.13952684663304601,9.933684462532918,1.575810078176376,0.14,9.0,1.4556874999999991,0.041845481184638,3.223783065821211,0.555698999299309,-0.6670286796653131,3.697751864045627,0.743302968963185,-0.12334317709377501,92.11391401544357,11.946867611869353,0.025,2.0,0.35862499999999903,0.05,3.0,0.5935312500000001,0.363141993957703,0.363141993957703,0.363141993957703,1.16247582205029,1.16247582205029,1.16247582205029,0.6654618594896821,0.6654618594896821,0.6654618594896821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,completeness,0.6,AdaBoost,0.098333790431188,0.9452120852281731
abalone,4177,9,0.8888888888888881,0.11111111111111101,0.14750086452265002,0.5080201101268851,0.0007182188173330001,0.5521361286456781,4.78438164709545,1.0931035452954731e-05,4.038373337699312,6.221326228539831,1.053281585773683,0.75,0.875,0.875,1.0,1.0,0.9879716088964151,0.9879716088964151,0.707452018377498,0.0,0.0,1.0,0.14293750000000002,0.65,29.0,4.7015625,0.13952684663304601,9.933684462532918,1.575810078176376,0.14,9.0,1.4556874999999991,0.041845481184638,3.223783065821211,0.555698999299309,-0.6670286796653131,3.697751864045627,0.743302968963185,-0.12334317709377501,92.11391401544357,11.946867611869353,0.025,2.0,0.35862499999999903,0.05,3.0,0.5935312500000001,0.363141993957703,0.363141993957703,0.363141993957703,1.16247582205029,1.16247582205029,1.16247582205029,0.6654618594896821,0.6654618594896821,0.6654618594896821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,completeness,0.6,SVC,0.16077327076761502,0.9991036742167045
abalone,4177,9,0.8888888888888881,0.11111111111111101,0.156013087542893,0.552310270529087,0.0007182188173330001,0.6279306779196521,5.4683151217080415,8.4153122246617e-06,4.4459154666178025,6.967341791860672,1.079972698147635,0.875,0.875,0.875,1.0,1.0,0.9876713877412371,0.9876713877412371,0.70318528353661,0.0,0.0,1.0,0.141875,0.65,29.0,4.7091875,0.139712689545091,9.933684462532918,1.5762391687508261,0.14,9.0,1.4558125,0.042280494927556006,3.223783065821211,0.555553396891429,-0.6551328580496231,3.377874944945729,0.7123074396275011,-0.06954879726667801,80.69201412838197,10.538174154599085,0.025,2.0,0.3578125,0.05,3.0,0.5913125,0.36358754027926904,0.36358754027926904,0.36358754027926904,1.154305200341006,1.154305200341006,1.154305200341006,0.665451616839958,0.665451616839958,0.665451616839958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,completeness,0.5,DecisionTree,0.221500172156045,0.9903257840671819
abalone,4177,9,0.8888888888888881,0.11111111111111101,0.156013087542893,0.552310270529087,0.0007182188173330001,0.6279306779196521,5.4683151217080415,8.4153122246617e-06,4.4459154666178025,6.967341791860672,1.079972698147635,0.875,0.875,0.875,1.0,1.0,0.9876713877412371,0.9876713877412371,0.70318528353661,0.0,0.0,1.0,0.141875,0.65,29.0,4.7091875,0.139712689545091,9.933684462532918,1.5762391687508261,0.14,9.0,1.4558125,0.042280494927556006,3.223783065821211,0.555553396891429,-0.6551328580496231,3.377874944945729,0.7123074396275011,-0.06954879726667801,80.69201412838197,10.538174154599085,0.025,2.0,0.3578125,0.05,3.0,0.5913125,0.36358754027926904,0.36358754027926904,0.36358754027926904,1.154305200341006,1.154305200341006,1.154305200341006,0.665451616839958,0.665451616839958,0.665451616839958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,completeness,0.5,LogisticRegression,0.22137686996226802,0.9431775621144095
