name,column_name,n_tuples,missing_perc,constancy,imbalance,uniqueness,unalikeability,entropy,density,mean_char,std_char,skewness_char,kurtosis_char,min_char,max_char,ml_algorithm,impute_standard,impute_mode,impute_random,impute_knn,impute_mice,impute_logistic_regression,impute_random_forest,impute_kproto
abalone,Sex,4177.0,0.4049,0.364675,1.1636125,0.0012,0.6653375,1.0962500000000002,3.4410624999999997,1.0,0.0,,,1.0,1.0,SVC,0.1673438917960342,0.15326015983041136,0.16569989679915784,0.15668150815502185,0.15538590919796277,0.15795076570933875,0.16196829098043197,0.15326015983041136
abalone,Sex,4177.0,0.35262499999999997,0.36410000000000003,1.1621125,0.0011,0.6653625,1.0963375,5.405475,1.0,0.0,,,1.0,1.0,DecisionTree,0.20706061874718637,0.21206402527591542,0.21243865204295936,0.20888559758365374,0.20886885644865247,0.21174589791422693,0.21261108486771305,0.2119886147550492
abalone,Sex,4177.0,0.35262499999999997,0.36410000000000003,1.1621125,0.0011,0.6653625,1.0963375,5.405475,1.0,0.0,,,1.0,1.0,LogisticRegression,0.22382632089696786,0.2194993303921064,0.22100034020826176,0.22032720982144127,0.22038163865094113,0.22555058890932259,0.2242304577982957,0.2194993303921064
abalone,Sex,4177.0,0.35262499999999997,0.36410000000000003,1.1621125,0.0011,0.6653625,1.0963375,5.405475,1.0,0.0,,,1.0,1.0,KNN,0.19590565087250517,0.19275797632082833,0.1915122795719704,0.19379970901481558,0.19371559294357937,0.1959494815294592,0.19518876575887328,0.19275797632082833
abalone,Sex,4177.0,0.35262499999999997,0.36410000000000003,1.1621125,0.0011,0.6653625,1.0963375,5.405475,1.0,0.0,,,1.0,1.0,RandomForest,0.21990633402443188,0.21931481921132442,0.21580363552846515,0.21866210103529665,0.21923566801309502,0.21918927716423672,0.21979708920606966,0.21983095873423564
abalone,Sex,4177.0,0.35262499999999997,0.36410000000000003,1.1621125,0.0011,0.6653625,1.0963375,5.405475,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.09874391435543409,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,Sex,4177.0,0.35262499999999997,0.36410000000000003,1.1621125,0.0011,0.6653625,1.0963375,5.405475,1.0,0.0,,,1.0,1.0,SVC,0.16826943334622477,0.15766119731592254,0.16009762308350747,0.16139171793758428,0.1606669548500482,0.15767379371885087,0.1563555579988074,0.15766119731592254
abalone,Sex,4177.0,0.2980625,0.36684999999999995,1.1811749999999999,0.001,0.6650625,1.095875,6.4342625,1.0,0.0,,,1.0,1.0,DecisionTree,0.20859044583679368,0.21117848110834955,0.21323082226387152,0.21054199384922484,0.21061180922267356,0.20926300021374128,0.20957328039033965,0.2111466452451487
abalone,Sex,4177.0,0.2980625,0.36684999999999995,1.1811749999999999,0.001,0.6650625,1.095875,6.4342625,1.0,0.0,,,1.0,1.0,LogisticRegression,0.22127141022571373,0.21920696686507415,0.21999138077602076,0.22044421390321878,0.2203494101135738,0.22186526092204667,0.2220762564202978,0.21920696686507415
abalone,Sex,4177.0,0.2980625,0.36684999999999995,1.1811749999999999,0.001,0.6650625,1.095875,6.4342625,1.0,0.0,,,1.0,1.0,KNN,0.19555897776623185,0.19435102145749672,0.19254247397646368,0.1919716029206368,0.19170180609558848,0.19489365269247466,0.1928551284793768,0.19435102145749672
abalone,Sex,4177.0,0.2980625,0.36684999999999995,1.1811749999999999,0.001,0.6650625,1.095875,6.4342625,1.0,0.0,,,1.0,1.0,RandomForest,0.21903856955927922,0.21995764834404646,0.21883336701277775,0.21845527953555155,0.21761088335586337,0.2200144343203187,0.21865991884997757,0.22036602794024474
abalone,Sex,4177.0,0.2980625,0.36684999999999995,1.1811749999999999,0.001,0.6650625,1.095875,6.4342625,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,Sex,4177.0,0.2980625,0.36684999999999995,1.1811749999999999,0.001,0.6650625,1.095875,6.4342625,1.0,0.0,,,1.0,1.0,SVC,0.16640910492252747,0.1604259620293882,0.15960870740931643,0.1574873238620481,0.157578348293641,0.1545123905069698,0.16185560182360492,0.1604259620293882
abalone,Sex,4177.0,0.25275000000000003,0.365325,1.1712250000000002,0.001,0.6652374999999999,1.096175,2.3250625,1.0,0.0,,,1.0,1.0,DecisionTree,0.20825655635948875,0.21005917808473254,0.20818577520339657,0.20845080850422107,0.20839725967602754,0.21167754056890223,0.21337404675096688,0.21009034594707768
abalone,Sex,4177.0,0.25275000000000003,0.365325,1.1712250000000002,0.001,0.6652374999999999,1.096175,2.3250625,1.0,0.0,,,1.0,1.0,LogisticRegression,0.22261589405206855,0.21787405019111272,0.21984282736564084,0.22070091255153146,0.22052763707169984,0.2235362224342544,0.22203617146360843,0.21787405019111272
abalone,Sex,4177.0,0.25275000000000003,0.365325,1.1712250000000002,0.001,0.6652374999999999,1.096175,2.3250625,1.0,0.0,,,1.0,1.0,KNN,0.19509880080649694,0.19356300916793123,0.19085724746202093,0.19395302899438882,0.19414659302203788,0.19589504906960029,0.19613283158983758,0.19356300916793123
abalone,Sex,4177.0,0.25275000000000003,0.365325,1.1712250000000002,0.001,0.6652374999999999,1.096175,2.3250625,1.0,0.0,,,1.0,1.0,RandomForest,0.21758630623043687,0.2193527552209849,0.21532064841424553,0.21736065314218098,0.2173543980781513,0.2214529883562783,0.22094611019908203,0.2185742757055465
abalone,Sex,4177.0,0.25275000000000003,0.365325,1.1712250000000002,0.001,0.6652374999999999,1.096175,2.3250625,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.09878564684262432,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,Sex,4177.0,0.25275000000000003,0.365325,1.1712250000000002,0.001,0.6652374999999999,1.096175,2.3250625,1.0,0.0,,,1.0,1.0,SVC,0.17600982760530867,0.16190235580213524,0.1641181486790259,0.1584768106314312,0.1591915722419737,0.16812206995842344,0.15954986320921397,0.16190235580213524
abalone,Sex,4177.0,0.202125,0.36585,1.1640375,0.0008999999999999999,0.6652375,1.0961874999999999,4.4476875,1.0,0.0,,,1.0,1.0,DecisionTree,0.2094790810913802,0.20985221343772253,0.21080731442892814,0.21045229531501883,0.21059285210517883,0.2108414791704175,0.21144143877791222,0.20988709898415972
abalone,Sex,4177.0,0.202125,0.36585,1.1640375,0.0008999999999999999,0.6652375,1.0961874999999999,4.4476875,1.0,0.0,,,1.0,1.0,LogisticRegression,0.2212639721068955,0.21932001722960315,0.22097933991322197,0.22038340423494227,0.22029534148267818,0.22328570904357536,0.22243003863621125,0.21932001722960315
abalone,Sex,4177.0,0.202125,0.36585,1.1640375,0.0008999999999999999,0.6652375,1.0961874999999999,4.4476875,1.0,0.0,,,1.0,1.0,KNN,0.19315234528135203,0.19338007829599108,0.19513352692789518,0.19145906310561772,0.19122593779036604,0.19751174329235854,0.19372403934849705,0.19338007829599108
abalone,Sex,4177.0,0.202125,0.36585,1.1640375,0.0008999999999999999,0.6652375,1.0961874999999999,4.4476875,1.0,0.0,,,1.0,1.0,RandomForest,0.21688356256947383,0.21812234538773864,0.2160525117808587,0.21790381885803095,0.21815846633206878,0.22234632454331799,0.22069706008965864,0.21748924486676205
abalone,Sex,4177.0,0.202125,0.36585,1.1640375,0.0008999999999999999,0.6652375,1.0961874999999999,4.4476875,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,Sex,4177.0,0.202125,0.36585,1.1640375,0.0008999999999999999,0.6652375,1.0961874999999999,4.4476875,1.0,0.0,,,1.0,1.0,SVC,0.16821941775083554,0.168626530081634,0.16900525988345477,0.16305647460074882,0.162000677472677,0.16491838171557985,0.16731180061250442,0.168626530081634
abalone,Sex,4177.0,0.1522625,0.364575,1.1599,0.0008125000000000001,0.6653500000000001,1.0964,5.7066125,1.0,0.0,,,1.0,1.0,DecisionTree,0.20798778191244321,0.20775576594294448,0.21070011780541054,0.20892684518981572,0.20892684518981572,0.2117215946534879,0.21229105384874547,0.20778828486286854
abalone,Sex,4177.0,0.1522625,0.364575,1.1599,0.0008125000000000001,0.6653500000000001,1.0964,5.7066125,1.0,0.0,,,1.0,1.0,LogisticRegression,0.22035774912581832,0.21872908894054918,0.21877489018392882,0.21946339007453122,0.2195009402626955,0.22180225505930076,0.22157755108542979,0.21872908894054918
abalone,Sex,4177.0,0.1522625,0.364575,1.1599,0.0008125000000000001,0.6653500000000001,1.0964,5.7066125,1.0,0.0,,,1.0,1.0,KNN,0.19375799140483738,0.19402219184907654,0.18778351298887722,0.1911124181395332,0.1911035366132763,0.19335712414988038,0.19540506785352682,0.19402219184907654
abalone,Sex,4177.0,0.1522625,0.364575,1.1599,0.0008125000000000001,0.6653500000000001,1.0964,5.7066125,1.0,0.0,,,1.0,1.0,RandomForest,0.2174705267525783,0.21731586904475184,0.215143550219105,0.22060388517614132,0.21976619562239502,0.22046123737856166,0.22205742237647622,0.21708561669377102
abalone,Sex,4177.0,0.1522625,0.364575,1.1599,0.0008125000000000001,0.6653500000000001,1.0964,5.7066125,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,Sex,4177.0,0.1522625,0.364575,1.1599,0.0008125000000000001,0.6653500000000001,1.0964,5.7066125,1.0,0.0,,,1.0,1.0,SVC,0.17173841789645097,0.16937852904150635,0.16362655876845603,0.16770275284850455,0.16775941539887748,0.1641614540305518,0.16280241886499955,0.16937852904150635
abalone,Sex,4177.0,0.1008125,0.363625,1.1624125,0.0008000000000000001,0.6654000000000001,1.096475,6.444725,1.0,0.0,,,1.0,1.0,DecisionTree,0.21015550761134155,0.21041959442735828,0.20925313176902524,0.21227579458950294,0.21227579458950294,0.21070252587077454,0.21087206399541275,0.21041959442735828
abalone,Sex,4177.0,0.1008125,0.363625,1.1624125,0.0008000000000000001,0.6654000000000001,1.096475,6.444725,1.0,0.0,,,1.0,1.0,LogisticRegression,0.21808595848493223,0.21838323076409205,0.21853269204841974,0.2206116116656764,0.22078039789445128,0.22072919811710265,0.22092975786230024,0.21838323076409205
abalone,Sex,4177.0,0.1008125,0.363625,1.1624125,0.0008000000000000001,0.6654000000000001,1.096475,6.444725,1.0,0.0,,,1.0,1.0,KNN,0.19313559506188974,0.19348547724269463,0.1903123172616102,0.19401386207976917,0.19422826357548328,0.19320042244547053,0.195422622573901,0.19348547724269463
abalone,Sex,4177.0,0.1008125,0.363625,1.1624125,0.0008000000000000001,0.6654000000000001,1.096475,6.444725,1.0,0.0,,,1.0,1.0,RandomForest,0.21549478024111904,0.21534794417688008,0.21595260324663085,0.21859057795562142,0.2185466727386616,0.22265390395545856,0.22118639146179764,0.21661751172018023
abalone,Sex,4177.0,0.1008125,0.363625,1.1624125,0.0008000000000000001,0.6654000000000001,1.096475,6.444725,1.0,0.0,,,1.0,1.0,AdaBoost,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,Sex,4177.0,0.1008125,0.363625,1.1624125,0.0008000000000000001,0.6654000000000001,1.096475,6.444725,1.0,0.0,,,1.0,1.0,SVC,0.16917908704804457,0.16465385068174587,0.1668637630868564,0.17008758889413295,0.1700872102962092,0.16663178898937786,0.16902402715020493,0.16465385068174587
abalone,Sex,4177.0,0.04870000000000001,0.36516249999999995,1.1643375000000002,0.0007875000000000001,0.6652625,1.0963125,10.077612499999999,1.0,0.0,,,1.0,1.0,DecisionTree,0.20985402529260366,0.20844315645270273,0.2090253138668346,0.21000307280395422,0.21000307280395422,0.2095162147674215,0.2104828098978918,0.20790658395109796
abalone,Sex,4177.0,0.04870000000000001,0.36516249999999995,1.1643375000000002,0.0007875000000000001,0.6652625,1.0963125,10.077612499999999,1.0,0.0,,,1.0,1.0,LogisticRegression,0.2185200761294684,0.22023387024125882,0.22037179021751274,0.21946646533224118,0.21947866070868205,0.22092694564233495,0.22052521719022514,0.22023231827061568
abalone,Sex,4177.0,0.04870000000000001,0.36516249999999995,1.1643375000000002,0.0007875000000000001,0.6652625,1.0963125,10.077612499999999,1.0,0.0,,,1.0,1.0,KNN,0.1946605804704104,0.19340943791903234,0.19282819833404596,0.19479545922407046,0.19453418002083522,0.19296864969646532,0.19356060002131137,0.1929058676256433
abalone,Sex,4177.0,0.04870000000000001,0.36516249999999995,1.1643375000000002,0.0007875000000000001,0.6652625,1.0963125,10.077612499999999,1.0,0.0,,,1.0,1.0,RandomForest,0.21606218688517617,0.216376590758867,0.2164517605882567,0.21852423145607922,0.21802465443746216,0.21946105022250934,0.22124908176294888,0.21961737230879505
abalone,Sex,4177.0,0.04870000000000001,0.36516249999999995,1.1643375000000002,0.0007875000000000001,0.6652625,1.0963125,10.077612499999999,1.0,0.0,,,1.0,1.0,AdaBoost,0.09834876152687856,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872,0.0986500755143872
abalone,Sex,4177.0,0.04870000000000001,0.36516249999999995,1.1643375000000002,0.0007875000000000001,0.6652625,1.0963125,10.077612499999999,1.0,0.0,,,1.0,1.0,SVC,0.1645492030561187,0.1659640320530741,0.16790147269832076,0.1673667932054724,0.1674670210279854,0.16540254617868086,0.1618753301695225,0.165023210312862
